Title,Duration,Artist,Album,Scrobles,Year,Added_Date,Genre,Released_Date
Hate It Or Love It (feat. 50 Cent),3:26,The Game,The Documentary,31,2005,09.07.2017 13:36,Хип-хоп/рэп,18.01.2005
Соленый ветер (feat. Ом),4:00,Атри & Эйbro,5 океан - Single,10,2017,08.07.2017 14:00,Hip Hop/Rap,12.06.2017
Come Back to You,3:08,Crooked Colours,Vera,8,2017,08.07.2017 13:25,Электроника,23.06.2017
You're Still Dreaming,3:30,Kevin Flum,You're Still Dreaming - Single,21,2017,08.07.2017 13:08,Хип-хоп/рэп,15.06.2017
Keanu Reeves,2:34,Cal Scruby,Long Story Short - EP,11,2017,08.07.2017 13:02,Хип-хоп,30.06.2017
Пьяная моя любовь,4:14,Кастэр,"Альтерфарма, Часть 1",20,2017,08.07.2017 13:00,Хип-хоп/рэп,02.06.2017
Fade Colors,2:56,NBSPLV,Fade Colors - Single,11,2017,08.07.2017 12:44,Электронная музыка,11.06.2017
Grind (feat. Niki L),3:34,Bumble Beezy,Deviant,17,2016,02.07.2017 1:53,Hip Hop/Rap,04.09.2016
Роль (feat. Porchy),3:54,Bumble Beezy,Deviant,6,2016,01.07.2017 23:54,Хип-хоп/рэп,04.09.2016
Brand New Private Jet,3:50,Bumble Beezy,Deviant,7,2016,01.07.2017 23:54,Хип-хоп/рэп,04.09.2016
Сдм (feat. Sharon),4:14,Луперкаль,Сдм (feat. Sharon) - Single,9,2017,01.07.2017 13:37,Хип-хоп/рэп,28.06.2017
Planet Rock 2k (Down South Mix),6:13,Tech N9ne,Calm Before the Storm,10,1999,30.06.2017 13:27,Hip Hop/Rap,09.11.1999
The Boogieman (feat. Stokley of Mint Condition & First Degree the D.e),3:51,Tech N9ne,All 6's and 7's,13,2011,30.06.2017 13:21,Hip Hop/Rap,07.06.2011
No Can Do (feat. Big Krizz Kaliko),3:56,Tech N9ne,Everready,5,2006,30.06.2017 13:21,Hip Hop/Rap,07.11.2006
I’m Not a Saint,4:30,Tech N9ne,Something Else (All Access Edition),11,2013,30.06.2017 13:20,Hip Hop/Rap,30.07.2013
Ugly Duckling (feat. Aqualeo),4:36,Tech N9ne,Klusterf**k - EP,7,2012,30.06.2017 12:28,Хип-хоп/рэп,13.03.2012
Who You Came to See,4:19,Tech N9ne,Anghellic,3,2001,30.06.2017 12:27,Hip Hop/Rap,28.08.2001
Who Do I Catch,4:18,Tech N9ne Collabos,Welcome To Strangeland,22,2011,30.06.2017 12:26,Хип-хоп/рэп,08.11.2011
Sickology 101 (feat. Chino XL & Crooked I),3:43,Tech N9ne Collabos,Sickology 101,8,2009,30.06.2017 12:24,Хип-хоп/рэп,31.03.2009
"The Underworld (feat. La Coka Nostra, Tech N9ne, Army of the Pharoahs, Bizarre, Swifty McVay, Goondox, King Gordy & Sid Wilson)",5:41,Reel Wolf Presents,"The Underworld (feat. La Coka Nostra, Tech N9ne, Army of the Pharoahs, Bizarre, Swifty McVay, Goondox, King Gordy & Sid Wilson) - Single",10,2013,30.06.2017 12:23,Хип-хоп/рэп,30.10.2013
Pinocchiho,2:08,Tech N9ne,K.O.D.,3,2009,30.06.2017 12:22,Хип-хоп/рэп,27.10.2009
K.O.D. (feat. Mackenzie O'Guin),5:13,Tech N9ne,K.O.D.,4,2009,30.06.2017 12:22,Хип-хоп/рэп,27.10.2009
Everybody Move,3:38,Tech N9ne,Killer,13,2008,30.06.2017 12:20,Hip Hop/Rap,03.06.2008
So Lonely (feat. Blind Fury & Mackenzie O'guin),3:54,Tech N9ne,All 6's and 7's,4,2011,30.06.2017 12:18,Hip Hop/Rap,07.06.2011
"My Wife, My Bitch, My Girl",3:40,Tech N9ne,Everready,10,2006,30.06.2017 12:18,Хип-хоп/рэп,07.11.2006
This Ring,5:55,Tech N9ne,Anghellic,10,2001,30.06.2017 11:27,Хип-хоп/рэп,28.08.2001
I Need A Drink ((Bonus)) [Bonus],2:18,Tech N9ne Collabos,Welcome To Strangeland,16,2011,30.06.2017 11:26,Хип-хоп/рэп,08.11.2011
Stars,3:45,Tech N9ne Collabos,Welcome To Strangeland,9,2011,30.06.2017 11:26,Hip Hop/Rap,08.11.2011
Losin My Mind,3:07,Tech N9ne,Bad Season (Mixed by DJ Whoo Kid),38,2011,30.06.2017 11:26,Хип-хоп/рэп,25.01.2011
Table and Chest Press,2:06,Tech N9ne,Bad Season (Mixed by DJ Whoo Kid),26,2011,30.06.2017 11:25,Хип-хоп/рэп,25.01.2011
Ego Trippin (feat. Krizz Kaliko),1:51,Tech N9ne,Bad Season (Mixed by DJ Whoo Kid),18,2011,30.06.2017 11:25,Хип-хоп/рэп,25.01.2011
Areola (feat. Krizz Kaliko & Makzilla),4:29,Tech N9ne Collabos,Sickology 101,6,2009,30.06.2017 11:24,Хип-хоп/рэп,28.04.2009
Red Nose,5:27,Tech N9ne Collabos,Sickology 101,18,2009,30.06.2017 11:24,Хип-хоп/рэп,31.03.2009
Heavy,4:08,Tech N9ne,Boiling Point (K.O.D. Collection),15,2012,30.06.2017 11:23,Хип-хоп/рэп,30.10.2012
Party the Pain Away (feat. Liz Suwandi),4:03,Tech N9ne,Party the Pain Away (feat. Liz Suwandi) - Single,6,2013,30.06.2017 11:22,Хип-хоп/рэп,13.08.2013
Klusterfuk (feat. Sassy),4:15,Tech N9ne,Klusterf**k - EP,12,2012,30.06.2017 11:21,Хип-хоп/рэп,13.03.2012
Spaz (feat. Tech N9ne),3:21,Krizz Kaliko,Kickin' & Screamin',11,2012,30.06.2017 11:21,Хип-хоп/рэп,15.05.2012
Roadkill (feat. Excision),2:56,Tech N9ne,Special Effects (Deluxe Version),5,2015,30.06.2017 11:21,Хип-хоп/рэп,04.05.2015
My World (feat. Brotha Lynch Hung & Dalima),4:37,Tech N9ne,Everready,11,2006,30.06.2017 11:20,Хип-хоп/рэп,07.11.2006
"Midwest Choppers (feat. D-Loc, Dalima, & Big Krizz Kaliko)",6:32,Tech N9ne,Misery Loves Kompany,4,2007,30.06.2017 11:19,Хип-хоп/рэп,19.06.2007
The Beast,3:40,Tech N9ne,Everready,5,2006,30.06.2017 11:18,Хип-хоп/рэп,07.11.2006
Come Gangsta,5:35,Tech N9ne,Everready,9,2006,30.06.2017 11:18,Хип-хоп/рэп,07.11.2006
Straight Out the Gate (feat. Krizz Kaliko & Serj Tankian),4:10,Tech N9ne,Something Else (All Access Edition),9,2013,30.06.2017 11:17,Хип-хоп/рэп,30.07.2013
"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",3:56,Tech N9ne,Something Else (All Access Edition),8,2013,30.06.2017 11:17,Хип-хоп/рэп,17.07.2013
"Worldwide Choppers (feat. Ceza, Jl B.hood, Uso, Yelawolf, Twista, Busta Rhymes, D-loc & Twisted Insane)",5:26,Tech N9ne,All 6's and 7's,16,2011,30.06.2017 11:17,Хип-хоп/рэп,31.05.2011
Болезнь,3:30,Мэйти,Дневник сельского священника,8,2016,29.06.2017 20:04,Хип-хоп,24.08.2016
Молитва (feat. Loc-Dog),3:34,Мэйти,Дневник сельского священника,7,2016,29.06.2017 19:28,Hip-Hop,24.08.2016
Клуб джентльменов,3:42,Мэйти,Дневник сельского священника,11,2016,29.06.2017 19:04,Хип-хоп,24.08.2016
На моём холсте,3:55,Мэйти,Дневник сельского священника,9,2016,29.06.2017 18:29,Хип-хоп,24.08.2016
Красный дракон (feat. Alphavite),3:09,Мэйти,Дневник сельского священника,5,2016,29.06.2017 18:28,Хип-хоп,24.08.2016
Белая трава,3:23,Мэйти,Парфюмер,55,2015,28.06.2017 21:16,Хип-хоп/рэп,07.10.2015
Дворец воспоминаний,4:01,Мэйти,Парфюмер,34,2015,28.06.2017 21:10,Хип-хоп/рэп,07.10.2015
5 минут назад,3:42,Pharaoh & Boulevard Depo,Плакшери,16,2016,26.06.2017 9:26,Alternative Rap,24.02.2016
Rain Come Down,4:41,Vince Staples,Big Fish Theory,35,2017,25.06.2017 16:20,Hip Hop/Rap,09.06.2017
BagBak,2:41,Vince Staples,Big Fish Theory,23,2017,25.06.2017 15:20,Hip Hop/Rap,03.02.2017
Big Fish,3:18,Vince Staples,Big Fish Theory,27,2017,25.06.2017 14:20,Хип-хоп/рэп,18.05.2017
Love Can Be...,2:59,Vince Staples,Big Fish Theory,8,2017,25.06.2017 14:20,Hip Hop/Rap,23.06.2017
745,3:48,Vince Staples,Big Fish Theory,17,2017,25.06.2017 14:20,Хип-хоп/рэп,23.06.2017
Ramona Park Is Yankee Stadium,0:51,Vince Staples,Big Fish Theory,11,2017,25.06.2017 14:20,Хип-хоп/рэп,23.06.2017
Yeah Right,3:09,Vince Staples,Big Fish Theory,29,2017,25.06.2017 14:20,Хип-хоп/рэп,23.06.2017
Homage,2:53,Vince Staples,Big Fish Theory,21,2017,25.06.2017 14:20,Хип-хоп/рэп,23.06.2017
Party People,2:59,Vince Staples,Big Fish Theory,81,2017,25.06.2017 14:20,Хип-хоп/рэп,23.06.2017
Пропащий,3:22,Даша Шульц,Балерина,16,2017,24.06.2017 13:00,Alternative,19.05.2017
Dive,3:30,Coast Modern,Dive - Single,9,2017,24.06.2017 10:48,Альтернативная музыка,24.05.2017
Only a Drink,3:34,Whilk & Misky,My Round - EP,21,2017,24.06.2017 10:38,Pop,16.06.2017
Sleeping Powder,2:46,Gorillaz,Sleeping Powder - Single,14,2017,24.06.2017 9:47,Alternative,08.06.2017
Capital,2:55,Tate Tucker,Capital - Single,8,2017,24.06.2017 8:41,Хип-хоп/рэп,14.06.2017
N64,2:28,Derin Falana,N64 - Single,6,2017,24.06.2017 7:32,Рэп,16.06.2017
Stand On the Word,4:06,The Joubert Singers,Stand On the Word,10,2013,21.06.2017 2:00,Christian & Gospel,12.08.2013
Смех из Instagram 2,3:27,Bumble Beezy,BeezyNOVA: Side Effects,125,2017,21.06.2017 0:41,Хип-хоп/рэп,10.05.2017
Stand On the Word (A Clapella Version),3:39,The Joubert Singers,Stand On the Word,4,2013,20.06.2017 8:51,Христианская музыка и госпел,12.08.2013
Doubt / When I'm Gone,5:01,Derin Falana,Rocky Mountain,18,2016,19.06.2017 6:49,Хип-хоп,14.04.2016
Марафон,3:07,Noize MC,Чайлдфри,35,2017,17.06.2017 10:10,Хип-хоп/рэп,09.06.2017
Лампа,3:03,Мэйти,Лампа - Single,26,2017,16.06.2017 13:15,Hip Hop/Rap,16.05.2017
High,3:33,Azizi Gibson,Memoirs of the Reaper,62,2017,16.06.2017 12:49,Хип-хоп/рэп,09.05.2017
Me You,2:44,Russ,There's Really A Wolf,13,2017,13.06.2017 20:14,Hip Hop/Rap,05.05.2017
Don't Lie,3:08,Russ,There's Really A Wolf,8,2017,13.06.2017 20:14,Hip Hop/Rap,05.05.2017
I'm Here,3:59,Russ,There's Really A Wolf,13,2017,13.06.2017 19:14,Хип-хоп/рэп,05.05.2017
Ride Slow,3:05,Russ,There's Really A Wolf,8,2017,13.06.2017 19:14,Hip Hop/Rap,05.05.2017
Act Now,3:09,Russ,There's Really A Wolf,7,2017,13.06.2017 18:14,Хип-хоп/рэп,05.05.2017
Do It Myself,2:47,Russ,There's Really A Wolf,22,2015,13.06.2017 18:14,Хип-хоп/рэп,30.12.2015
Family & Friends,2:55,Russ,There's Really A Wolf,16,2017,13.06.2017 18:14,Hip Hop/Rap,05.05.2017
What They Want,2:46,Russ,There's Really A Wolf,23,2015,13.06.2017 18:14,Хип-хоп/рэп,19.08.2015
No Turning Back,2:35,Russ,There's Really A Wolf,8,2017,13.06.2017 18:14,Хип-хоп/рэп,05.05.2017
Scared,2:59,Russ,There's Really A Wolf,6,2017,13.06.2017 18:14,Хип-хоп/рэп,05.05.2017
Back To You,3:28,Russ,There's Really A Wolf,11,2017,13.06.2017 18:14,Хип-хоп/рэп,05.05.2017
One More Shot,3:12,Russ,There's Really A Wolf,11,2017,13.06.2017 18:14,Хип-хоп/рэп,05.05.2017
Pull The Trigger,2:37,Russ,There's Really A Wolf,10,2015,13.06.2017 18:14,Хип-хоп/рэп,28.07.2015
Into the Wild,5:19,Derin Falana,Rocky Mountain,8,2016,13.06.2017 9:14,Хип-хоп,14.04.2016
Summer Vibes,2:18,Derin Falana,Rocky Mountain,10,2016,12.06.2017 19:28,Hip-Hop,14.04.2016
On Me,3:37,Derin Falana,Rocky Mountain,19,2016,12.06.2017 18:37,Хип-хоп,14.04.2016
The Message,7:11,Grandmaster Flash & The Furious Five,A Complete Introduction to Sugar Hill Records,24,1982,04.06.2017 14:01,Hip Hop/Rap,01.07.1982
Walk This Way,5:11,Run-DMC & Aerosmith,Walk This Way - The Best Of,13,1986,04.06.2017 12:34,Хип-хоп/рэп,15.05.1986
Rapper's Delight,7:07,The Sugarhill Gang,The Greatest Hits,15,1980,04.06.2017 11:12,Танцевальная музыка,01.01.1980
Конь,3:33,Lurmish,Супрахиро - Single,42,2017,04.06.2017 9:58,Альтернативная музыка,28.04.2017
Here Comes the Judge,2:43,Pigmeat Markham,Chess Sing a Song of Soul 2,15,2017,04.06.2017 9:02,Музыка из комедий,20.10.2017
Back Back X,3:04,Redo,Russki Basics - EP,41,2017,04.06.2017 7:47,Hip Hop/Rap,12.05.2017
Okay,2:52,Redo,Russki Basics - EP,12,2017,04.06.2017 7:47,Hip Hop/Rap,12.05.2017
Наглый,2:47,Redo,Russki Basics - EP,14,2017,04.06.2017 6:47,Хип-хоп/рэп,12.05.2017
Rudebwoi,2:53,Redo,Russki Basics - EP,5,2017,04.06.2017 6:47,Hip Hop/Rap,12.05.2017
No Good,3:55,Kaleo,A / B,9,2016,03.06.2017 23:10,Alternative,15.02.2016
Save Yourself,4:34,Kaleo,A / B,10,2016,03.06.2017 22:10,Альтернативная музыка,10.06.2016
Broken Bones,4:06,Kaleo,A / B,6,2016,03.06.2017 21:10,Альтернативная музыка,10.06.2016
Glass House,4:02,Kaleo,A / B,9,2013,03.06.2017 21:10,Альтернативная музыка,15.11.2013
Hot Blood,3:39,Kaleo,A / B,6,2016,03.06.2017 21:10,Альтернативная музыка,10.06.2016
All the Pretty Girls,4:30,Kaleo,A / B,6,2016,03.06.2017 21:10,Альтернативная музыка,10.06.2016
Vor í Vaglaskógi,4:37,Kaleo,A / B,11,2016,03.06.2017 21:10,Альтернативная музыка,10.06.2016
I Can't Go On Without You,6:15,Kaleo,A / B,11,2016,03.06.2017 21:10,Альтернативная музыка,10.06.2016
Vacation,4:09,Derin Falana,Rocky Mountain,42,2016,03.06.2017 15:48,Хип-хоп,14.04.2016
Bet,3:47,Derin Falana,Rocky Mountain,22,2016,03.06.2017 15:41,Хип-хоп,29.03.2016
12 A.M.,3:12,Derin Falana,Rocky Mountain,19,2016,03.06.2017 15:35,Хип-хоп,14.04.2016
Live from Hollowgrove,2:44,Derin Falana,Live from Hollowgrove - Single,20,2017,03.06.2017 15:23,Хип-хоп,07.02.2017
I'm Stuck,3:08,Noah Cyrus,I'm Stuck - Single,21,2017,03.06.2017 12:23,Поп-музыка,25.05.2017
The Stakeout,2:51,Russ,There's Really A Wolf,30,2017,03.06.2017 12:20,Хип-хоп/рэп,05.05.2017
No Strictly Dancing,6:32,Misha Mullov-Abbado,Cross-Platform Interchange,5,2017,03.06.2017 12:16,Джаз,19.05.2017
Супрахиро,3:16,Lurmish,Супрахиро - Single,38,2017,03.06.2017 12:08,Альтернативная музыка,28.04.2017
We the People....,2:52,A Tribe Called Quest,We got it from Here... Thank You 4 Your service,10,2016,01.06.2017 21:51,Хип-хоп/рэп,11.11.2016
Stand On the Word (Larry Levan Mix),4:43,The Joubert Singers,Stand On the Word,119,2013,01.06.2017 17:36,Христианская музыка и госпел,12.08.2013
365,2:46,43ai,Мета 0,9,2017,31.05.2017 8:10,Hip Hop/Rap,24.05.2017
Мост над белой,2:40,43ai,Мета 0,70,2017,31.05.2017 7:10,Hip Hop/Rap,24.05.2017
Винсент,2:43,43ai,Мета 0,16,2017,31.05.2017 7:10,Hip Hop/Rap,24.05.2017
Банкоматы,3:29,43ai,Мета 0,77,2017,31.05.2017 6:10,Хип-хоп/рэп,24.05.2017
Сэдкор,2:29,43ai,Мета 0,61,2017,31.05.2017 6:10,Хип-хоп/рэп,24.05.2017
Броши,3:37,43ai,Мета 0,15,2017,31.05.2017 6:10,Современный R&B,24.05.2017
Set Me Free (feat. Nile Rodgers & The Americanos),3:15,Herizen Guardiola as Mylene Cruz,The Get Down (Original Soundtrack from the Netflix Original Series) [Deluxe Version],14,2016,29.05.2017 22:20,Саундтреки,12.08.2016
Vitamin C,3:32,Can,Ege Bamyasi (Remastered),49,1972,29.05.2017 14:12,Рок,01.11.1972
Mr Lonely (feat. Fat Lip),4:23,Portugal. The Man,Woodstock,21,2017,27.05.2017 14:08,Alternative,15.06.2017
Floating (Time Isn't Working My Side),3:36,Portugal. The Man,In the Mountain In the Cloud,9,2011,27.05.2017 14:08,Alternative,29.06.2011
You Carried Us (Share With Me the Sun),4:07,Portugal. The Man,In the Mountain In the Cloud,8,2011,27.05.2017 14:08,Alternative,29.06.2011
Live in the Moment,4:07,Portugal. The Man,Woodstock,44,2017,27.05.2017 13:08,Alternative,15.06.2017
Feel It Still,2:43,Portugal. The Man,Woodstock,53,2017,27.05.2017 13:08,Alternative,15.06.2017
Keep On,3:23,Portugal. The Man,Woodstock,34,2017,27.05.2017 13:08,Альтернативная музыка,15.06.2017
Easy Tiger,3:37,Portugal. The Man,Woodstock,35,2017,27.05.2017 12:08,Альтернативная музыка,15.06.2017
Rich Friends,3:42,Portugal. The Man,Woodstock,25,2017,27.05.2017 12:08,Альтернативная музыка,15.06.2017
So Young,4:06,Portugal. The Man,Woodstock,41,2017,27.05.2017 12:08,Альтернативная музыка,15.06.2017
Tidal Wave,3:32,Portugal. The Man,Woodstock,49,2017,27.05.2017 12:08,Альтернативная музыка,15.06.2017
Got It All (This Can't Be Living Now),3:46,Portugal. The Man,In the Mountain In the Cloud,17,2011,27.05.2017 12:08,Альтернативная музыка,17.05.2011
Senseless,3:26,Portugal. The Man,In the Mountain In the Cloud,19,2011,27.05.2017 12:08,Alternative,29.06.2011
Head Is a Flame (Cool With It),3:33,Portugal. The Man,In the Mountain In the Cloud,23,2011,27.05.2017 12:08,Альтернативная музыка,29.06.2011
Everything You See (Kids Count Hallelujahs),4:15,Portugal. The Man,In the Mountain In the Cloud,16,2011,27.05.2017 12:08,Альтернативная музыка,29.06.2011
Once Was One,4:22,Portugal. The Man,In the Mountain In the Cloud,6,2011,27.05.2017 12:08,Альтернативная музыка,29.06.2011
So American,3:36,Portugal. The Man,In the Mountain In the Cloud,17,2011,27.05.2017 8:50,Alternative,29.06.2011
"Noise Pollution (feat. Mary Elizabeth Winstead & Zoe Manville) [Version A, Vocal Up Mix 1.3]",3:45,Portugal. The Man,Woodstock,46,2016,27.05.2017 8:18,Alternative,02.12.2016
Purple Yellow Red and Blue,4:12,Portugal. The Man,Evil Friends,27,2013,27.05.2017 8:06,Alternative,23.04.2013
Atomic Man,3:49,Portugal. The Man,Evil Friends,35,2013,27.05.2017 8:04,Альтернативная музыка,04.06.2013
Someday Believers,3:55,Portugal. The Man,Evil Friends,11,2013,27.05.2017 8:04,Alternative,04.06.2013
Creep In a T-Shirt,3:54,Portugal. The Man,Evil Friends,20,2013,27.05.2017 7:04,Alternative,04.06.2013
Sea of Air,4:22,Portugal. The Man,Evil Friends,12,2013,27.05.2017 7:04,Альтернативная музыка,04.06.2013
Waves,4:53,Portugal. The Man,Evil Friends,31,2013,27.05.2017 7:04,Альтернативная музыка,04.06.2013
Holy Roller (Hallelujah),3:21,Portugal. The Man,Evil Friends,19,2013,27.05.2017 7:04,Альтернативная музыка,04.06.2013
Smile,4:49,Portugal. The Man,Evil Friends,22,2013,27.05.2017 7:04,Альтернативная музыка,04.06.2013
Modern Jesus,3:14,Portugal. The Man,Evil Friends,17,2013,27.05.2017 7:00,Alternative,04.06.2013
Sleep Forever,6:21,Portugal. The Man,In the Mountain In the Cloud,12,2011,27.05.2017 6:59,Альтернативная музыка,29.06.2011
Plastic Soldiers,5:04,Portugal. The Man,Evil Friends,21,2013,27.05.2017 6:46,Альтернативная музыка,04.06.2013
Hip Hop Kids,3:29,Portugal. The Man,Evil Friends,12,2013,27.05.2017 6:42,Альтернативная музыка,04.06.2013
All Your Light (Times Like These),4:26,Portugal. The Man,In the Mountain In the Cloud,22,2011,27.05.2017 6:37,Альтернативная музыка,29.06.2011
Evil Friends,3:35,Portugal. The Man,Evil Friends,16,2013,27.05.2017 6:34,Альтернативная музыка,01.04.2013
Напомни,3:22,Скриптонит,Праздник на улице 36,23,2017,27.05.2017 6:17,Hip Hop/Rap,24.05.2017
Не забирай меня с пати (feat. Надя Дорофеева),3:58,Скриптонит,Праздник на улице 36,22,2017,27.05.2017 6:17,Hip Hop/Rap,24.05.2017
